survey,ZTF-g,ZTF-r,ZTF-i,ZTF-G,ZTF-R,ZTF-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTF-g_AV,ZTF-r_AV,ZTF-i_AV,ZTF-G_AV,ZTF-R_AV,ZTF-I_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_ZTF-g,GAIA_ZTF-r,GAIA_ZTF-i,GAIA_ZTF-G,GAIA_ZTF-R,GAIA_ZTF-I
ZTF,17.1433,99,99,99,99,99,17.0712,16.525,16.2392,16.1849,273.124,13.7689,0.592644,0.391775,0.28339,0.594056,0.390338,0.283203,0.5764,0.409775,0.303712,0.24132,-999,-999,-999,-999,-999,-999,-999
ZTF,17.4798,16.8437,99,99,99,99,17.4426,16.8781,16.682,16.6124,212.051,78.5759,0.0969875,0.0642958,0.0465254,0.0972125,0.0640563,0.0464915,0.0944,0.0672958,0.0502203,0.039803,1714956148958528512,17.5001,16.8543,16.6513,17.5179,16.8507,16.651
ZTF,99,99,99,16.6716,15.826,99,16.6297,15.8877,15.5669,15.4183,310.474,-2.88233,0.172144,0.114073,0.0822881,0.172556,0.11369,0.0822373,0.1674,0.118873,0.0878305,0.0696059,-999,-999,-999,-999,-999,-999,-999
ZTF,17.1048,16.4949,16.2807,99,99,99,17.0836,16.5427,16.3409,16.2584,225.962,21.6906,0.155312,0.103073,0.0742881,0.155688,0.10269,0.0742373,0.151,0.107873,0.0798305,0.0633054,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.3846,16.9708,99,17.3679,16.9955,16.8487,16.8132,322.45,-22.4569,0.142481,0.0938141,0.0680339,0.142819,0.0934789,0.0679887,0.1386,0.0980141,0.0729605,0.0580049,6828085788242708352,17.4192,17.0154,16.9065,17.4303,17.013,16.9064
ZTF,99,99,99,99,99,17.5521,18.6949,18.0006,17.6613,17.4435,270.356,31.6793,0.132594,0.0875549,0.0630339,0.132906,0.0872676,0.0629887,0.129,0.0911549,0.0679605,0.0537044,-999,-999,-999,-999,-999,-999,-999
ZTF,17.4254,99,99,99,99,99,17.3936,16.8595,16.6419,16.5468,273.716,14.1239,0.530319,0.350997,0.253627,0.531581,0.349704,0.253458,0.5158,0.367197,0.272102,0.215818,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.4062,16.7941,16.5912,17.3649,16.8341,16.6438,16.5814,347.974,45.962,0.534263,0.353256,0.255627,0.535537,0.351915,0.255458,0.5196,0.370056,0.274102,0.217118,1941336320286778368,17.3918,16.8103,16.6217,17.4087,16.807,16.6215
ZTF,16.0167,15.5092,99,99,99,99,15.9942,15.556,15.3555,15.2921,160.219,1.99428,0.118706,0.0785549,0.0567797,0.118994,0.0782676,0.0567401,0.1154,0.0821549,0.0610904,0.0484039,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.6465,17.0184,16.7931,17.6186,17.0645,16.8536,16.7686,257.674,18.2948,0.265188,0.175628,0.126814,0.265813,0.174958,0.126729,0.258,0.184028,0.136051,0.108409,4548452250021790592,17.6717,17.0323,16.8379,17.6896,17.0291,16.8376
ZTF,99,99,99,15.738,15.2728,15.1149,15.7219,15.3078,15.1615,15.1175,352.223,12.1781,0.176087,0.116332,0.0842881,0.176512,0.115901,0.0842373,0.1712,0.121732,0.0898305,0.0716059,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.0831,15.6382,15.5009,16.0549,15.6704,15.5449,15.523,222.826,55.4372,0.0346625,0.0232592,0.0165085,0.0347375,0.0232113,0.0164972,0.0338,0.0238592,0.0177401,0.0139015,1606643331521197568,16.095,15.6562,15.5395,16.1078,15.6541,15.5394
ZTF,15.8167,15.2285,99,99,99,99,15.8038,15.2694,15.0848,15.033,170.917,-7.576,0.103875,0.0685549,0.0495254,0.104125,0.0682676,0.0494915,0.101,0.0721549,0.0532203,0.0421034,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.4217,99,99,17.3845,16.8995,16.6773,16.5748,274.708,19.6608,0.552094,0.365256,0.263881,0.553406,0.363915,0.263706,0.537,0.382056,0.282972,0.224419,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.4217,99,99,17.3983,16.8854,16.6683,16.6017,274.708,19.6608,0.552094,0.365256,0.263881,0.553406,0.363915,0.263706,0.537,0.382056,0.282972,0.224419,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.4217,99,99,17.4044,16.902,16.6626,16.6023,274.708,19.6608,0.552094,0.365256,0.263881,0.553406,0.363915,0.263706,0.537,0.382056,0.282972,0.224419,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,15.1997,14.7996,14.6535,15.1688,14.821,14.6944,14.6727,341.269,13.5267,0.164256,0.109073,0.0782881,0.164644,0.10869,0.0782373,0.1598,0.113873,0.0838305,0.0673054,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,15.1997,14.7996,14.6535,15.1896,14.8298,14.7162,14.6846,341.269,13.5267,0.164256,0.109073,0.0782881,0.164644,0.10869,0.0782373,0.1598,0.113873,0.0838305,0.0673054,-999,-999,-999,-999,-999,-999,-999
ZTF,17.009,16.5986,99,99,99,99,16.9796,16.6177,16.4704,16.4416,10.0352,44.0772,0.245356,0.162369,0.117559,0.245944,0.161746,0.11748,0.2386,0.170169,0.126181,0.100108,387774047193931904,17.0075,16.6059,16.4757,17.0184,16.6035,16.4756
ZTF,99,99,99,17.2474,16.632,16.388,17.2089,16.6788,16.4634,16.3728,256.407,55.168,0.0524375,0.0347775,0.0247627,0.0525625,0.0346338,0.0247458,0.051,0.0365775,0.0266102,0.021202,-999,-999,-999,-999,-999,-999,-999
ZTF,15.977,15.5429,15.3811,99,99,99,15.9543,15.5713,15.431,15.3979,8.51564,21.4507,0.115763,0.0765549,0.0555254,0.116038,0.0762676,0.0554915,0.1126,0.0801549,0.0592203,0.0474039,2796653940312892032,15.9839,15.5437,15.4199,15.9969,15.5415,15.4197
ZTF,17.9998,17.3449,17.1145,99,99,99,17.951,17.3653,17.154,17.0647,348.645,-5.2315,0.140481,0.0928141,0.0670339,0.140819,0.0924789,0.0669887,0.1366,0.0970141,0.0719605,0.0570049,-999,-999,-999,-999,-999,-999,-999
ZTF,17.7097,17.1109,16.8458,99,99,99,17.6933,17.1468,16.9185,16.8152,146.418,15.6751,0.113763,0.0752958,0.0545254,0.114037,0.0750563,0.0544915,0.1106,0.0782958,0.0582203,0.0464039,-999,-999,-999,-999,-999,-999,-999
ZTF,15.7522,15.3768,15.2422,99,99,99,15.7314,15.4104,15.2901,15.2694,202.605,15.3592,0.0702687,0.0460366,0.0337627,0.0704313,0.0458451,0.0337458,0.0684,0.0484366,0.0356102,0.0285025,3744861979149390848,15.7627,15.3842,15.281,15.7739,15.3823,15.2809
ZTF,99,99,99,17.0756,16.7073,99,16.9977,16.6976,16.5328,16.4811,116.831,32.9064,0.1682,0.111073,0.0802881,0.1686,0.11069,0.0802373,0.1636,0.115873,0.0858305,0.0683054,-999,-999,-999,-999,-999,-999,-999
ZTF,17.0291,16.2252,99,99,99,99,16.9882,16.2797,16.0218,15.9367,308.887,-27.4257,0.1702,0.112332,0.0812881,0.1706,0.111901,0.0812373,0.1656,0.117732,0.0868305,0.0693054,-999,-999,-999,-999,-999,-999,-999
ZTF,17.7956,17.2408,17.023,99,99,99,17.7523,17.2804,17.0739,17.0079,246.664,66.7845,0.0969312,0.0642958,0.0462712,0.0971687,0.0640563,0.0462429,0.0942,0.0672958,0.0493503,0.0391034,1642385052926594560,17.7956,17.2497,17.056,17.8109,17.2469,17.0558
ZTF,17.698,16.9829,16.7155,99,99,99,17.6451,17.0281,16.7778,16.6648,74.4714,7.02299,0.290906,0.192628,0.139068,0.291594,0.191958,0.138977,0.283,0.201028,0.148921,0.11801,3288327846306676608,17.7258,16.9844,16.7429,17.7443,16.9807,16.7426
ZTF,16.9739,99,99,99,99,99,16.9494,16.3407,16.0763,15.9847,273.377,14.0905,0.489769,0.324479,0.234119,0.490931,0.323282,0.23396,0.4764,0.339479,0.251362,0.199217,-999,-999,-999,-999,-999,-999,-999
ZTF,17.9883,17.598,99,99,99,99,17.9591,17.6272,17.5087,17.4699,121.673,0.867755,0.101931,0.0672958,0.0485254,0.102169,0.0670563,0.0484915,0.0992,0.0702958,0.0522203,0.0411034,-999,-999,-999,-999,-999,-999,-999
ZTF,15.8629,15.5162,15.3882,99,99,99,15.8495,15.5421,15.4395,15.4274,210.103,31.1365,0.0504375,0.0327775,0.0237627,0.0505625,0.0326338,0.0237458,0.049,0.0345775,0.0256102,0.020202,-999,-999,-999,-999,-999,-999,-999
ZTF,17.7706,17.2264,16.9997,99,99,99,17.7254,17.2603,17.0427,16.9994,265.086,78.379,0.151369,0.100073,0.0722881,0.151731,0.0996901,0.0722373,0.1472,0.104873,0.0778305,0.0613054,1705412147510911616,17.7813,17.2147,17.0546,17.7974,17.2118,17.0542
ZTF,17.7706,17.2264,16.9997,99,99,99,17.7111,17.2385,17.0849,16.9663,265.086,78.379,0.151369,0.100073,0.0722881,0.151731,0.0996901,0.0722373,0.1472,0.104873,0.0778305,0.0613054,1705412147510911616,17.7813,17.2147,17.0546,17.7974,17.2118,17.0542
ZTF,99,99,99,17.5251,16.9291,16.6853,17.4682,16.9732,16.7489,16.6719,15.2424,12.9167,0.183031,0.121332,0.0875424,0.183469,0.120901,0.0874859,0.178,0.126732,0.0937006,0.0746059,2584490596068988800,17.5443,16.9591,16.7276,17.5606,16.9554,16.7273
ZTF,99,99,99,15.4803,15.0704,99,15.4613,15.1061,14.9686,14.9515,233.046,27.2191,0.143481,0.0948141,0.0680339,0.143819,0.0944789,0.0679887,0.1396,0.0990141,0.0729605,0.0580049,-999,-999,-999,-999,-999,-999,-999
ZTF,17.2763,16.5819,99,99,99,99,17.2382,16.6306,16.3574,16.2402,156.01,-26.6885,0.200862,0.132592,0.0957966,0.201338,0.132113,0.0957345,0.1954,0.138592,0.102571,0.0819064,5468999428157243648,17.3005,16.6015,16.3326,17.3194,16.5975,16.3322
ZTF,99,99,99,17.6478,17.0413,16.8165,17.589,17.0819,16.8736,16.7893,256.779,55.6332,0.063325,0.0417775,0.0300169,0.063475,0.0416338,0.0299944,0.0616,0.0435775,0.0324802,0.026202,1432311605409133184,17.6581,17.0511,16.8526,17.6749,17.0481,16.8523
ZTF,16.3195,16.0406,15.9356,99,99,99,16.3061,16.0521,15.9752,15.976,227.723,45.5775,0.0791562,0.0530366,0.0380169,0.0793438,0.0528451,0.0379944,0.077,0.0554366,0.0404802,0.0325025,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.4117,17.0313,99,17.3569,17.0488,16.944,16.9181,62.3529,-8.87646,0.132594,0.0878141,0.0637797,0.132906,0.0874789,0.0637401,0.129,0.0920141,0.0680904,0.0540049,3195367879092826112,17.3942,17.0418,16.9483,17.4059,17.0398,16.9482
ZTF,99,99,99,99,99,14.8924,15.4926,15.0749,14.9361,14.9042,270.557,32.0221,0.151369,0.100073,0.0720339,0.151731,0.0996901,0.0719887,0.1472,0.104873,0.0769605,0.0613054,-999,-999,-999,-999,-999,-999,-999
ZTF,17.2939,16.4144,16.0909,99,99,99,17.2717,16.4998,16.1785,16.0273,44.2059,31.2526,0.727237,0.480589,0.347424,0.728962,0.478817,0.347192,0.7074,0.502789,0.372672,0.296025,135422002470849536,17.3198,16.4397,16.1345,17.3431,16.4348,16.1339
ZTF,99,99,99,16.6722,16.0716,15.8195,16.6339,16.1195,15.897,15.8074,9.5795,-18.5331,0.063325,0.0417775,0.0300169,0.063475,0.0416338,0.0299944,0.0616,0.0435775,0.0324802,0.0255025,2363251230014840960,16.6975,16.0778,15.8648,16.7135,16.0745,15.8644
ZTF,99,99,99,17.6618,17.3727,17.27,17.6367,17.3978,17.3092,17.3081,352.505,12.1514,0.12965,0.0858141,0.0617797,0.12995,0.0854789,0.0617401,0.1262,0.0900141,0.0660904,0.0527044,2764432094930447232,17.6673,17.3985,17.312,17.6753,17.3975,17.312
ZTF,17.1034,16.682,16.5148,99,99,99,17.0879,16.7048,16.5521,16.5237,270.723,30.5463,0.1662,0.109332,0.0792881,0.1666,0.108901,0.0792373,0.1616,0.114732,0.0848305,0.0673054,4590714075377290240,17.1229,16.6809,16.5478,17.1354,16.6786,16.5477
ZTF,17.2457,99,99,99,99,99,17.2326,16.7312,16.5067,16.4097,333.632,45.4775,1.0122,0.669476,0.484237,1.0146,0.666986,0.483921,0.9846,0.700676,0.518723,0.412034,1963042363449411712,17.2547,16.6833,16.4759,17.2691,16.6802,16.4755
ZTF,17.9732,17.2639,16.9806,99,99,99,17.9333,17.3143,17.0418,16.9239,41.9086,37.5574,0.237469,0.15711,0.113559,0.238031,0.156535,0.11348,0.231,0.16431,0.122181,0.0968079,141745981036409088,18.0089,17.2787,17.0132,18.027,17.2748,17.0128
ZTF,17.1521,16.2906,15.9513,99,99,99,17.1028,16.3604,16.0256,15.8716,273.697,27.237,0.386894,0.256183,0.185339,0.387806,0.255225,0.18522,0.3764,0.268183,0.198271,0.157813,-999,-999,-999,-999,-999,-999,-999
ZTF,17.8694,17.3448,17.1469,99,99,99,17.819,17.3745,17.1955,17.166,117.285,15.3809,0.130594,0.0865549,0.0627797,0.130906,0.0862676,0.0627401,0.127,0.0901549,0.0670904,0.0527044,-999,-999,-999,-999,-999,-999,-999
ZTF,17.3808,17.0631,16.9348,99,99,99,17.3476,17.0725,16.9776,16.9608,137.813,36.2283,0.0544375,0.0365183,0.0257627,0.0545625,0.0364225,0.0257458,0.053,0.0377183,0.0276102,0.022202,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.7727,17.0486,16.7384,17.7539,17.1143,16.8322,16.6991,342.668,5.13835,0.227581,0.150851,0.109051,0.228119,0.150324,0.108983,0.2214,0.157451,0.116441,0.0928079,-999,-999,-999,-999,-999,-999,-999
ZTF,17.028,16.4428,99,99,99,99,16.9663,16.4664,16.2948,16.2348,122.04,0.395762,0.129594,0.0858141,0.0617797,0.129906,0.0854789,0.0617401,0.126,0.0900141,0.0660904,0.0527044,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.3618,15.896,99,16.3382,15.9322,15.7686,15.7442,44.1548,47.3297,0.612419,0.405034,0.292644,0.613881,0.403549,0.292452,0.5956,0.423634,0.313582,0.249621,437458916070894976,16.3699,15.9027,15.7611,16.3827,15.9003,15.7609
ZTF,99,99,99,17.4811,16.6857,16.3582,17.4376,16.7479,16.4233,16.2746,8.23378,78.2076,1.15863,0.76629,0.553525,1.16138,0.763465,0.553158,1.127,0.80169,0.593554,0.471739,564296550225144704,17.4961,16.6955,16.3864,17.5156,16.6909,16.3859
ZTF,99,99,99,16.9046,16.1304,99,16.8704,16.1903,15.9126,15.7971,104.739,33.2013,0.315625,0.208146,0.150576,0.316375,0.20738,0.150475,0.307,0.217746,0.161661,0.12831,-999,-999,-999,-999,-999,-999,-999
ZTF,16.1647,15.7186,99,99,99,99,16.1452,15.7558,15.6037,15.5672,140.327,9.54073,0.151369,0.100073,0.0722881,0.151731,0.0996901,0.0722373,0.1472,0.104873,0.0778305,0.0620049,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.7438,16.1445,15.9031,16.708,16.1893,15.9737,15.8787,338.895,3.98373,0.260244,0.172369,0.124559,0.260856,0.171746,0.12448,0.2532,0.180169,0.133181,0.106108,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.7376,17.4113,99,17.6871,17.4209,17.3142,17.291,232.764,27.2104,0.143481,0.0948141,0.0690339,0.143819,0.0944789,0.0689887,0.1396,0.0990141,0.0739605,0.0580049,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.1364,16.0274,99,17.0676,16.109,15.7018,15.5332,100.337,19.0523,0.873663,0.577662,0.417458,0.875738,0.575507,0.417181,0.8498,0.604662,0.447633,0.355729,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.4438,15.8056,15.5603,16.4052,15.8576,15.6333,15.5442,256.43,55.1255,0.0514375,0.0337775,0.0247627,0.0515625,0.0336338,0.0247458,0.05,0.0355775,0.0266102,0.0209015,-999,-999,-999,-999,-999,-999,-999
ZTF,17.4503,16.9266,16.7131,99,99,99,17.4016,16.9388,16.7456,16.6953,265.759,78.5003,0.155369,0.103073,0.0742881,0.155731,0.10269,0.0742373,0.1512,0.107873,0.0798305,0.0633054,1705606696645857664,17.4253,16.9859,16.7421,17.4396,16.981,16.742
ZTF,99,99,99,16.0994,15.7261,15.5966,16.071,15.7505,15.6482,15.6393,39.8386,-1.25083,0.0959312,0.0632958,0.0455254,0.0961687,0.0630563,0.0454915,0.0932,0.0662958,0.0492203,0.0391034,2496904530592582400,16.0969,15.7405,15.6523,16.1076,15.7388,15.6522
ZTF,17.006,16.537,99,99,99,99,16.9623,16.5601,16.4128,16.3525,323.716,14.3287,0.262188,0.173369,0.124814,0.262813,0.172746,0.124729,0.255,0.181169,0.134051,0.106409,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,15.3771,14.9891,14.846,15.4584,15.0088,14.8947,14.8802,39.7675,-1.49335,0.0979875,0.0652958,0.0472712,0.0982125,0.0650563,0.0472429,0.0954,0.0682958,0.0503503,0.0401034,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.7398,17.2602,99,17.706,17.282,17.1283,17.0955,98.356,63.0369,0.286962,0.189887,0.137068,0.287637,0.189169,0.136977,0.2792,0.198887,0.146921,0.11701,1007233877465416320,17.7504,17.2693,17.1386,17.7634,17.2673,17.1385
ZTF,99,99,99,17.13,16.6623,16.4929,17.0887,16.6995,16.5403,16.5053,108.989,60.7395,0.227581,0.150851,0.109051,0.228119,0.150324,0.108983,0.2214,0.157451,0.116441,0.0928079,1086893705351104768,17.1433,16.6806,16.5379,17.156,16.6782,16.5378
ZTF,99,99,99,17.4343,17.0338,99,17.411,17.0689,16.9347,16.9222,322.739,-22.7004,0.147425,0.0970732,0.0700339,0.147775,0.0966901,0.0699887,0.1434,0.101873,0.0749605,0.0600049,6816057161099005952,17.4477,17.0445,16.9314,17.4602,17.0426,16.9313
ZTF,99,99,99,16.3998,15.8174,15.6075,16.3749,15.8675,15.6334,15.5453,74.1673,9.92864,0.954819,0.631699,0.456475,0.957081,0.629352,0.456175,0.9288,0.661099,0.489113,0.388532,3291498322444226176,16.4237,15.8301,15.6148,16.4381,15.8266,15.6144
ZTF,17.8217,17.3396,17.1589,99,99,99,17.7982,17.3606,17.2014,17.1737,219.887,21.7166,0.0811562,0.0540366,0.0390169,0.0813438,0.0538451,0.0389944,0.079,0.0564366,0.0414802,0.032803,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.5922,16.1245,99,16.5414,16.1374,15.9611,15.9009,255.63,3.56344,0.443219,0.292961,0.211356,0.444281,0.291859,0.211215,0.431,0.306761,0.226751,0.180315,4391340593984295936,16.58,16.0996,15.9366,16.5927,16.0968,15.9364
ZTF,99,99,99,17.4995,17.0096,16.8276,17.4669,17.0399,16.8668,16.8295,320.295,11.1727,0.255244,0.168369,0.121814,0.255856,0.167746,0.121729,0.2482,0.176169,0.131051,0.104108,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.3336,16.982,16.8676,17.3005,17.008,16.9113,16.898,280.848,47.5703,0.175144,0.116332,0.0835424,0.175556,0.115901,0.0834859,0.1704,0.121732,0.0897006,0.0716059,2119793409727857536,17.3426,17.0023,16.9122,17.3527,17.0009,16.9121
ZTF,16.921,16.4793,16.326,99,99,99,16.8828,16.4961,16.3642,16.3333,8.24893,44.4619,0.266188,0.176369,0.127559,0.266813,0.175746,0.12748,0.259,0.184169,0.136181,0.108409,388504737094014080,16.9132,16.4842,16.3577,16.9266,16.4819,16.3575
ZTF,99,99,99,17.7241,17.3913,17.2508,17.6958,17.4191,17.2963,17.2609,272.49,40.0022,0.186031,0.123332,0.0887966,0.186469,0.122901,0.0887345,0.181,0.128732,0.0955706,0.0759064,2112508251840192256,17.7291,17.3964,17.2939,17.7391,17.3945,17.2937
ZTF,99,99,99,99,99,15.7404,16.3227,15.9279,15.7906,15.7427,270.786,32.2069,0.141481,0.0938141,0.0677797,0.141819,0.0934789,0.0677401,0.1376,0.0980141,0.0720904,0.0577044,4603525550503609728,16.3596,15.904,15.7753,16.3737,15.9015,15.7752
ZTF,99,99,99,16.9481,16.1062,15.7773,16.9067,16.177,15.8552,15.7222,166.06,-0.920336,0.159312,0.105073,0.0762881,0.159688,0.10469,0.0762373,0.155,0.109873,0.0818305,0.0643054,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,15.9921,99,99,15.9468,15.3783,15.1628,15.0758,275.219,19.7746,0.637194,0.421552,0.304898,0.638706,0.419972,0.304701,0.6198,0.441352,0.326452,0.259222,4526938483957487360,15.9939,15.3339,15.1278,16.012,15.3304,15.1275
ZTF,99,99,99,16.9644,16.487,16.2967,16.9398,16.5285,16.3533,16.3074,273.045,40.0081,0.132594,0.0878141,0.0630339,0.132906,0.0874789,0.0629887,0.129,0.0920141,0.0679605,0.0537044,-999,-999,-999,-999,-999,-999,-999
ZTF,16.2595,15.5328,15.2625,99,99,99,16.2207,15.5766,15.3413,15.2528,179.537,58.7783,0.04055,0.0265183,0.0195085,0.04065,0.0264225,0.0194972,0.0394,0.0277183,0.0207401,0.016601,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.2869,15.48,15.174,16.2249,15.5412,15.2551,15.1262,71.2734,74.642,0.451163,0.297961,0.215356,0.452238,0.296859,0.215215,0.4388,0.311761,0.230751,0.183315,502070303829973248,16.2847,15.5009,15.2101,16.3053,15.4962,15.2097
ZTF,99,99,99,16.7473,16.2707,99,16.7075,16.3029,16.1458,16.1042,117.399,32.8828,0.20975,0.138851,0.100051,0.21025,0.138324,0.0999831,0.204,0.145451,0.107441,0.0855074,-999,-999,-999,-999,-999,-999,-999
ZTF,15.743,15.3399,99,99,99,99,15.7175,15.3671,15.228,15.1913,69.1762,-22.0324,0.147425,0.0978141,0.0710339,0.147775,0.0974789,0.0709887,0.1434,0.102014,0.0759605,0.0600049,4898458961853481600,15.7481,15.3317,15.2062,15.76,15.3295,15.2061
ZTF,99,99,99,16.096,15.5868,99,15.9636,15.4824,15.3049,15.246,104.736,33.1559,0.317569,0.210146,0.151576,0.318331,0.20938,0.151475,0.3088,0.219746,0.162661,0.12931,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.6749,16.985,16.743,17.6541,17.0414,16.8103,16.7142,15.1988,13.494,0.163256,0.108073,0.0782881,0.163644,0.10769,0.0782373,0.1588,0.112873,0.0838305,0.0663054,2777054179179419776,17.7063,17.019,16.7947,17.7249,17.0149,16.7944
ZTF,16.6668,16.2419,16.0757,99,99,99,16.6454,16.2634,16.1267,16.0979,10.2591,7.12834,0.108819,0.0722958,0.0525254,0.109081,0.0720563,0.0524915,0.1058,0.0752958,0.0562203,0.0444039,2557143267985108736,16.6871,16.2458,16.1194,16.6995,16.2436,16.1192
ZTF,15.7254,15.3087,99,99,99,99,15.7014,15.3339,15.2129,15.1832,160.431,1.96148,0.130594,0.0865549,0.0627797,0.130906,0.0862676,0.0627401,0.127,0.0901549,0.0670904,0.0527044,3807761534680767232,15.7377,15.3119,15.2078,15.7507,15.3098,15.2077
ZTF,99,99,99,17.0914,16.6371,99,17.0466,16.6602,16.5184,16.4899,104.317,32.9043,0.333456,0.220406,0.159576,0.334244,0.219592,0.159475,0.3244,0.230606,0.170661,0.135911,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.8548,17.3869,99,17.8012,17.4107,17.2563,17.2175,117.517,32.7514,0.224637,0.148851,0.107305,0.225162,0.148324,0.107232,0.2186,0.155451,0.115311,0.0915074,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.8564,16.4475,99,16.8333,16.4751,16.346,16.3265,322.614,-22.5517,0.143481,0.0948141,0.0690339,0.143819,0.0944789,0.0689887,0.1396,0.0990141,0.0739605,0.0580049,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.8084,17.1638,16.9215,17.7636,17.2035,16.9807,16.8875,257.028,18.2499,0.232525,0.15411,0.111305,0.233075,0.153535,0.111232,0.2262,0.16131,0.119311,0.0948079,-999,-999,-999,-999,-999,-999,-999
ZTF,16.4558,15.9573,15.7721,99,99,99,16.4335,15.9921,15.8489,15.7657,160.049,21.1644,0.0712687,0.0470366,0.0340169,0.0714312,0.0468451,0.0339944,0.0694,0.0494366,0.0364802,0.0295025,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.5474,16.0629,99,16.5287,16.1009,15.9482,15.9133,232.581,27.9353,0.0999312,0.0662958,0.0475254,0.100169,0.0660563,0.0474915,0.0972,0.0692958,0.0512203,0.0411034,1271047815512458880,16.5668,16.0743,15.9349,16.5816,16.0717,15.9347
ZTF,99,99,99,17.3548,99,99,17.331,16.6811,16.4443,16.3585,274.72,19.3497,0.539263,0.356997,0.257627,0.540538,0.355704,0.257458,0.5246,0.373197,0.276102,0.219118,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.1468,16.592,16.3889,17.1218,16.6374,16.4483,16.3944,272.64,39.8509,0.139481,0.0918141,0.0667797,0.139819,0.0914789,0.0667401,0.1356,0.0960141,0.0710904,0.0567044,2112317967608922112,17.174,16.6022,16.4375,17.1902,16.5993,16.4372
ZTF,15.3551,14.8328,14.6496,99,99,99,15.3297,14.8634,14.7063,14.6789,154.837,45.3624,0.04155,0.0275183,0.0195085,0.04165,0.0274225,0.0194972,0.0404,0.0287183,0.0207401,0.0169015,809392226225442688,15.3679,14.8383,14.6928,15.3836,14.8357,14.6926
ZTF,16.9645,99,99,99,99,99,16.9337,16.3815,16.182,16.1137,272.931,14.3458,0.441275,0.291961,0.211102,0.442325,0.290859,0.210966,0.4292,0.305761,0.225881,0.180015,4497401615907609984,16.9729,16.3484,16.1635,16.9906,16.3453,16.1632
ZTF,16.4387,16.0539,15.9073,99,99,99,16.4107,16.0745,15.9591,15.9312,20.8969,7.0046,0.133594,0.0888141,0.0640339,0.133906,0.0884789,0.0639887,0.13,0.0930141,0.0689605,0.0547044,2566057661586654080,16.4426,16.0583,15.9523,16.4534,16.0565,15.9521
ZTF,17.4106,16.6205,99,99,99,99,17.371,16.6631,16.3915,16.2738,323.659,14.1844,0.281963,0.186628,0.135068,0.282637,0.185958,0.134977,0.2742,0.195028,0.144921,0.114709,-999,-999,-999,-999,-999,-999,-999
ZTF,15.791,15.0634,14.8145,99,99,99,15.7262,15.1064,14.8722,14.7909,173.314,46.4177,0.0583812,0.0387775,0.0277627,0.0585187,0.0386338,0.0277458,0.0568,0.0405775,0.0296102,0.024202,785497880047783168,15.7854,15.0604,14.8465,15.8045,15.0568,14.8462
ZTF,16.6909,16.2625,16.1127,99,99,99,16.6543,16.2731,16.1383,16.1145,313.002,9.16518,0.21075,0.138851,0.100797,0.21125,0.138324,0.100734,0.205,0.145451,0.107571,0.0855074,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,15.4544,14.9472,14.7511,15.4441,14.9815,14.8152,14.7652,4.7558,23.8162,0.187975,0.124332,0.0897966,0.188425,0.123901,0.0897345,0.1828,0.129732,0.0965706,0.0769064,2849133699026159616,15.4826,14.9555,14.7971,15.4969,14.9528,14.7969
ZTF,17.0555,16.4379,16.1986,99,99,99,17.0277,16.4858,16.2675,16.1877,333.451,-12.1983,0.133594,0.0888141,0.0640339,0.133906,0.0884789,0.0639887,0.13,0.0930141,0.0689605,0.0547044,-999,-999,-999,-999,-999,-999,-999
