survey,CSP-B,CSP-V,CSP-o,CSP-m,CSP-n,CSP-g,CSP-r,CSP-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CSP-B_AV,CSP-V_AV,CSP-o_AV,CSP-m_AV,CSP-n_AV,CSP-g_AV,CSP-r_AV,CSP-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_CSP-u,GAIA_CSP-g,GAIA_CSP-r,GAIA_CSP-i,GAIA_CSP-B,GAIA_CSP-V,GAIA_CSP-o,GAIA_CSP-m,GAIA_CSP-n,GAIA_CSP-Y,GAIA_CSP-y
CSP,16.5508,15.7502,15.7502,15.7502,15.7502,16.1359,15.4244,15.1446,16.0498,15.4496,15.1907,15.0938,21.3246,-18.191,0.0869135,0.06756,0.0669,0.06758,0.06756,0.07946,0.0551549,0.0398324,0.0778,0.0554366,0.0404802,0.0325025,2450331382704023808,17.6683,16.1672,15.4787,15.1832,16.427,15.8047,15.8047,15.8047,15.8047,14.876,14.8458
CSP,17.8357,16.9766,16.9766,16.9766,16.9766,17.4188,16.5707,16.2726,17.3027,16.5917,16.3027,16.1982,21.3617,-18.233,0.0765096,0.06008,0.0595437,0.0600962,0.06008,0.0697487,0.0483662,0.0358324,0.0684,0.0485775,0.0364802,0.0285025,2450330283192397568,19.2718,17.4432,16.597,16.3129,17.728,17.0188,17.0188,17.0188,17.0188,16.0437,16.0494
CSP,16.8262,16.3076,16.3076,16.3076,16.3076,16.5447,16.1371,16.0043,16.4779,16.1421,16.0229,16.007,20.2622,4.77677,0.103615,0.08088,0.0801375,0.0809025,0.08088,0.0942675,0.0651549,0.0475405,0.0924,0.0654366,0.0483503,0.038803,2563475183650810496,17.5725,16.5447,16.146,16.0205,16.7135,16.3126,16.3126,16.3126,16.3126,15.8687,15.8536
CSP,17.2603,16.5835,16.5835,16.5835,16.5835,16.902,16.3235,16.1004,16.8122,16.3283,16.1458,16.0814,20.2019,4.75595,0.102615,0.07988,0.0791375,0.0799025,0.07988,0.0932675,0.0649437,0.0475405,0.0914,0.0652958,0.0483503,0.0381034,2563473908045240448,18.2361,16.8994,16.3358,16.1363,17.1261,16.5853,16.5853,16.5853,16.5853,15.995,16.0478
CSP,17.8674,17.2234,17.2234,17.2234,17.2234,17.5012,16.9869,16.7415,17.4225,16.9599,16.7553,16.6689,20.2103,4.7408,0.102615,0.07988,0.0791375,0.0799025,0.07988,0.0932675,0.0649437,0.0475405,0.0914,0.0652958,0.0483503,0.0381034,2563473736246540288,18.6075,17.5087,16.9647,16.7536,17.7175,17.201,17.201,17.201,17.201,16.499,16.5624
CSP,16.0029,15.42,15.42,15.42,15.42,15.6712,15.2213,15.0733,15.612,15.2462,15.1176,15.0892,332.62,-20.7411,0.121317,0.09536,0.0944938,0.0953863,0.09536,0.110979,0.0767324,0.0562486,0.1088,0.0771549,0.0572203,0.0454039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.7563,15.8793,15.8793,15.8793,15.8793,16.3193,15.4328,15.1266,16.239,15.4713,15.1809,15.061,332.727,-20.7282,0.145721,0.114,0.112969,0.114031,0.114,0.132594,0.0917324,0.0669567,0.13,0.0921549,0.0680904,0.0547044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.7888,16.19,16.19,16.19,16.19,16.4628,15.9723,15.8253,16.4069,16.0109,15.8638,15.8374,332.705,-20.7871,0.140721,0.10984,0.10885,0.10987,0.10984,0.12769,0.0887324,0.0649567,0.1252,0.0891549,0.0660904,0.0527044,6820333818949007616,17.5974,16.4977,16.0148,15.8644,16.6807,16.2334,16.2334,16.2334,16.2334,15.6467,15.6221
CSP,17.0056,16.5365,16.5365,16.5365,16.5365,16.7228,16.3746,16.2722,16.6897,16.3957,16.3057,16.3026,332.698,-20.8073,0.136019,0.10584,0.10485,0.10587,0.10584,0.12369,0.0857324,0.0629567,0.1212,0.0861549,0.0640904,0.0507044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.0649,16.524,16.524,16.524,16.524,16.7734,16.3851,16.2503,16.7125,16.3815,16.2557,16.2503,332.633,-20.8027,0.120317,0.09436,0.0934938,0.0943863,0.09436,0.109979,0.0759437,0.0552486,0.1078,0.0762958,0.0562203,0.0451034,6820313404969153152,17.712,16.7819,16.3951,16.2654,16.9355,16.5629,16.5629,16.5629,16.5629,16.2393,16.2811
CSP,17.1762,16.5284,16.5284,16.5284,16.5284,16.8381,16.2563,16.0474,16.7626,16.2815,16.0992,16.0368,332.665,-20.7806,0.128317,0.09968,0.0987312,0.0997087,0.09968,0.116786,0.0807324,0.0592486,0.1144,0.0811549,0.0602203,0.0474039,6820337014404679040,18.0536,16.8582,16.2867,16.0979,17.0742,16.5527,16.5527,16.5527,16.5527,15.8347,15.8191
CSP,17.9084,17.321,17.321,17.321,17.321,17.5574,17.171,16.9195,17.5164,17.185,17.0598,17.0296,332.712,-20.7582,0.137019,0.10684,0.10585,0.10687,0.10684,0.12469,0.0867324,0.0629567,0.1222,0.0871549,0.0640904,0.0514039,6820337250627604736,18.7457,17.5899,17.2029,17.0737,17.7453,17.3596,17.3596,17.3596,17.3596,16.8091,16.7498
CSP,18.4666,17.8519,17.8519,17.8519,17.8519,18.2164,17.6088,17.4343,18.1157,17.6528,17.4636,17.4031,332.76,-20.7883,0.148721,0.11616,0.115087,0.116193,0.11616,0.135497,0.0937324,0.0686648,0.1328,0.0941549,0.0699605,0.0557044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.666,18.0855,18.0855,18.0855,18.0855,18.3829,17.8868,17.7113,18.3113,17.9144,17.7495,17.6659,332.758,-20.7777,0.148721,0.11616,0.115087,0.116193,0.11616,0.135497,0.0937324,0.0686648,0.1328,0.0941549,0.0699605,0.0557044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.6821,18.2502,18.2502,18.2502,18.2502,18.4642,18.09,18.0281,18.4273,18.1268,18.0338,17.9963,332.674,-20.8568,0.125317,0.09852,0.0976125,0.0985475,0.09852,0.114882,0.0797324,0.0579567,0.1126,0.0801549,0.0590904,0.0471034,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.9597,18.2862,18.2862,18.2862,18.2862,18.5915,18.0513,17.8444,18.5988,18.1101,17.9316,17.8535,332.72,-20.7462,0.145019,0.113,0.111969,0.113031,0.113,0.131594,0.0915211,0.0669567,0.129,0.0920141,0.0680904,0.0537044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.9731,18.3963,18.3963,18.3963,18.3963,18.6185,18.1485,17.9903,18.5804,18.1851,18.0329,17.9677,332.752,-20.8358,0.141019,0.11,0.108969,0.110031,0.11,0.128594,0.0895211,0.0649567,0.126,0.0900141,0.0660904,0.0527044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,19.0124,18.4702,18.4702,18.4702,18.4702,18.7561,18.4634,18.3752,18.7455,18.4958,18.4288,18.4084,332.717,-20.796,0.138019,0.10784,0.10685,0.10787,0.10784,0.12569,0.0875211,0.0639567,0.1232,0.0880141,0.0650904,0.0517044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.688,17.0969,17.0969,17.0969,17.0969,17.3588,16.8703,16.6614,17.3219,16.9065,16.7335,16.6732,50.8046,1.34693,0.467865,0.36512,0.361737,0.365223,0.36512,0.426107,0.295352,0.215994,0.4176,0.296901,0.219881,0.174714,3267792542511050112,18.5496,17.4336,16.9177,16.7445,17.6321,17.1411,17.1411,17.1411,17.1411,16.4418,16.4101
CSP,17.3053,16.492,16.492,16.492,16.492,16.8997,16.1974,15.9824,16.8149,16.2148,16.0187,15.9384,353.65,18.2106,0.284038,0.22184,0.219819,0.221901,0.22184,0.258284,0.179254,0.130913,0.2532,0.180169,0.133181,0.106409,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,15.9804,15.2725,15.2725,15.2725,15.2725,15.6261,15.0434,14.8254,15.5524,15.0759,14.8716,14.7938,353.656,18.1753,0.270337,0.21152,0.209581,0.211579,0.21152,0.246476,0.170465,0.124913,0.2416,0.17131,0.127181,0.101108,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.3321,15.4281,15.4281,15.4281,15.4281,15.8668,15.0871,14.8245,15.7755,15.1134,14.8764,14.7746,353.732,18.2737,0.278038,0.21768,0.2157,0.21774,0.21768,0.25338,0.175465,0.128621,0.2484,0.17631,0.131051,0.104108,2821329833099622400,17.7393,15.8981,15.1145,14.871,16.1855,15.4872,15.4872,15.4872,15.4872,14.5547,14.536
CSP,16.1257,15.4663,15.4663,15.4663,15.4663,15.7823,15.2543,15.0424,15.7156,15.2695,15.0802,15.0068,353.68,18.248,0.28874,0.226,0.223938,0.226062,0.226,0.263188,0.182254,0.133621,0.258,0.183169,0.136051,0.107709,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.87,15.95,15.95,15.95,15.95,16.3961,15.5965,15.3126,16.3161,15.6318,15.357,15.2308,353.755,18.1694,0.256337,0.2002,0.198344,0.200256,0.2002,0.233669,0.162465,0.118205,0.229,0.16331,0.120311,0.0958079,2821281179710098944,18.2181,16.4321,15.6621,15.3788,16.6876,16.056,16.056,16.056,16.056,14.8869,14.8456
CSP,17.3482,16.6685,16.6685,16.6685,16.6685,16.9758,16.4171,16.2214,16.8757,16.4103,16.2473,16.1888,353.729,18.2846,0.278038,0.21768,0.2157,0.21774,0.21768,0.25338,0.175465,0.128621,0.2484,0.17631,0.131051,0.104108,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,15.9755,15.2826,15.2826,15.2826,15.2826,15.6167,15.0651,14.8714,15.5546,15.0888,14.916,14.8722,1.02507,-11.2186,0.123317,0.09636,0.0954938,0.0963863,0.09636,0.111979,0.0777324,0.0572486,0.1098,0.0781549,0.0582203,0.0464039,2421773664116686336,16.9207,15.6472,15.0841,14.9107,15.8658,15.3399,15.3399,15.3399,15.3399,14.7535,14.7663
CSP,16.8638,15.9921,15.9921,15.9921,15.9921,16.4096,15.5757,15.2796,16.3418,15.6036,15.3187,15.1964,122.369,-18.701,0.380654,0.29672,0.293956,0.296804,0.29672,0.346551,0.240197,0.175454,0.3396,0.241465,0.178531,0.142212,5713910214412011136,18.2072,16.4053,15.6443,15.3148,16.7089,15.9695,15.9695,15.9695,15.9695,14.76,14.7089
CSP,16.5468,15.9339,15.9339,15.9339,15.9339,16.2079,15.7125,15.5533,16.1381,15.7128,15.5585,15.5311,122.273,-18.639,0.378952,0.29556,0.292837,0.295642,0.29556,0.344647,0.239197,0.175162,0.3378,0.240465,0.178401,0.141212,5713913100630042368,17.4408,16.2147,15.7529,15.5673,16.414,15.9266,15.9266,15.9266,15.9266,15.206,15.1782
CSP,16.8995,16.386,16.386,16.386,16.386,16.5985,16.201,16.0762,16.5622,16.2188,16.1033,16.0887,122.342,-18.6776,0.380654,0.29672,0.293956,0.296804,0.29672,0.346551,0.240197,0.175454,0.3396,0.241465,0.178531,0.142212,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.4526,16.7674,16.7674,16.7674,16.7674,17.0896,16.4715,16.2494,17.0234,16.5008,16.285,16.2059,122.293,-18.6867,0.381654,0.29772,0.294956,0.297804,0.29772,0.347551,0.241197,0.176162,0.3406,0.242465,0.179401,0.142212,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.1566,17.2844,17.2844,17.2844,17.2844,17.7394,16.849,16.5306,17.648,16.8803,16.5734,16.4424,122.288,-18.6073,0.384654,0.30072,0.297956,0.300804,0.30072,0.350551,0.243197,0.177454,0.3436,0.244465,0.180531,0.143512,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.4119,16.9019,16.9019,16.9019,16.9019,17.1202,16.7438,16.6302,17.0887,16.7497,16.6584,16.6298,122.373,-18.6142,0.388654,0.30288,0.300075,0.302965,0.30288,0.353455,0.245197,0.179162,0.3464,0.246465,0.182401,0.145212,5713914264560752384,18.1835,17.1474,16.7707,16.6534,17.294,16.9275,16.9275,16.9275,16.9275,16.4705,16.4479
CSP,17.5928,17.0544,17.0544,17.0544,17.0544,17.2715,16.8765,16.7193,17.2566,16.8857,16.7497,16.7144,122.337,-18.7008,0.379952,0.29656,0.293837,0.296642,0.29656,0.345647,0.240197,0.175454,0.3388,0.241465,0.178531,0.142212,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.687,17.1801,17.1801,17.1801,17.1801,17.398,17.0374,16.8863,17.3408,17.0243,16.9215,16.9085,122.357,-18.6104,0.388654,0.30372,0.300956,0.303804,0.30372,0.353551,0.245197,0.179162,0.3466,0.246465,0.182401,0.145212,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.17,17.5181,17.5181,17.5181,17.5181,17.7995,17.2564,17.0424,17.7615,17.2808,17.0711,16.9821,122.368,-18.6742,0.380952,0.29756,0.294837,0.297642,0.29756,0.346647,0.240408,0.176162,0.3398,0.241606,0.179401,0.142212,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.3337,17.6757,17.6757,17.6757,17.6757,17.9729,17.4038,17.2254,17.9219,17.4266,17.2364,17.1784,122.335,-18.6889,0.380654,0.29756,0.294837,0.297642,0.29756,0.346647,0.240197,0.175454,0.3398,0.241465,0.178531,0.142212,5713911966758295936,19.6783,18.0082,17.4103,17.2173,18.257,17.6781,17.6781,17.6781,17.6781,16.9006,16.8728
CSP,19.1497,18.3006,18.3006,18.3006,18.3006,18.7395,17.9803,17.7065,18.6189,17.9568,17.7116,17.6204,122.332,-18.7109,0.379654,0.29656,0.293837,0.296642,0.29656,0.345647,0.239408,0.175162,0.3388,0.240606,0.178401,0.141911,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.388,15.8058,15.8058,15.8058,15.8058,16.0592,15.6124,15.4633,16.0187,15.6287,15.4942,15.4602,122.366,-18.6362,0.384654,0.29972,0.296956,0.299804,0.29972,0.349551,0.243197,0.177454,0.3426,0.244465,0.180531,0.143212,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.5564,15.9987,15.9987,15.9987,15.9987,16.2524,15.795,15.6024,16.1866,15.786,15.6337,15.5822,122.314,-18.5972,0.386654,0.30188,0.299075,0.301965,0.30188,0.352455,0.244197,0.178454,0.3454,0.245465,0.181531,0.144212,5713914745597155200,17.1075,16.2606,15.842,15.6593,16.3796,16.055,16.055,16.055,16.055,15.2677,15.2223
CSP,16.3409,15.8939,15.8939,15.8939,15.8939,16.0787,15.7401,15.6043,15.991,15.6728,15.5647,15.5564,122.248,-18.6588,0.374654,0.2924,0.289719,0.292481,0.2924,0.340744,0.236408,0.172454,0.334,0.237606,0.175531,0.139911,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,15.6599,15.1668,15.1668,15.1668,15.1668,15.3811,15.0141,14.8793,15.3364,15.0239,14.9096,14.9053,136.961,3.38637,0.121317,0.09436,0.0934938,0.0943863,0.09436,0.109979,0.0767324,0.0559567,0.1078,0.0771549,0.0570904,0.0454039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.412,15.8307,15.8307,15.8307,15.8307,16.0882,15.6434,15.4893,16.0421,15.6531,15.5237,15.4988,136.887,3.3589,0.112615,0.08804,0.0872562,0.0880637,0.08804,0.102171,0.0709437,0.0522486,0.1002,0.0712958,0.0532203,0.0421034,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.6802,15.9289,15.9289,15.9289,15.9289,16.2798,15.6492,15.3835,16.2086,15.6571,15.4143,15.3307,136.907,3.44008,0.116615,0.0912,0.090375,0.091225,0.0912,0.106075,0.0737324,0.0542486,0.104,0.0741549,0.0552203,0.0434039,579067389431130368,17.7267,16.3028,15.667,15.4237,16.5479,15.9612,15.9612,15.9612,15.9612,15.0024,14.9794
CSP,17.0861,16.3005,16.3005,16.3005,16.3005,16.6673,15.9954,15.7804,16.596,16.0098,15.8071,15.7433,136.892,3.37093,0.113615,0.0882,0.087375,0.088225,0.0882,0.103075,0.0717324,0.0522486,0.101,0.0721549,0.0532203,0.0421034,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.5939,16.9258,16.9258,16.9258,16.9258,17.2158,16.6511,16.4554,17.1492,16.6641,16.4703,16.4306,136.957,3.37718,0.121317,0.09436,0.0934938,0.0943863,0.09436,0.109979,0.0767324,0.0559567,0.1078,0.0771549,0.0570904,0.0454039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.9862,17.2178,17.2178,17.2178,17.2178,17.5593,16.9633,16.6925,17.5097,16.9862,16.7374,16.6668,136.971,3.37732,0.121317,0.09436,0.0934938,0.0943863,0.09436,0.109979,0.0767324,0.0559567,0.1078,0.0771549,0.0570904,0.0454039,579019247141947776,18.8357,17.6298,16.9943,16.7576,17.8719,17.2775,17.2775,17.2775,17.2775,16.3775,16.3538
CSP,18.5168,17.6002,17.6002,17.6002,17.6002,18.0339,17.1792,16.8487,17.9393,17.2085,16.9144,16.8089,136.957,3.39264,0.121317,0.09452,0.0936125,0.0945475,0.09452,0.110882,0.0767324,0.0562486,0.1086,0.0771549,0.0572203,0.0454039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.7374,17.3446,17.3446,17.3446,17.3446,17.4986,17.168,17.0413,17.46,17.1891,17.0795,17.0612,38.6376,-10.8607,0.0795096,0.06224,0.0616625,0.0622575,0.06224,0.0726525,0.0501549,0.0368324,0.0712,0.0504366,0.0374802,0.0295025,5172137228595722752,18.6073,17.5407,17.2112,17.1001,17.6818,17.3558,17.3558,17.3558,17.3558,16.7226,16.5739
CSP,18.2536,17.7261,17.7261,17.7261,17.7261,17.9701,17.5268,17.4152,17.9096,17.5893,17.4519,17.4189,38.6592,-10.8704,0.0782115,0.06124,0.0606625,0.0612575,0.06124,0.0716525,0.0493662,0.0358324,0.0702,0.0495775,0.0364802,0.0295025,5172137404689767552,18.8564,17.9854,17.6182,17.4542,18.143,17.7599,17.7599,17.7599,17.7599,17.5452,17.6438
CSP,17.479,16.7963,16.7963,16.7963,16.7963,17.1059,16.5402,16.3344,17.0462,16.5521,16.3564,16.2935,45.9291,-12.0463,0.255337,0.19904,0.197225,0.199095,0.19904,0.231765,0.161465,0.118205,0.2272,0.16231,0.120311,0.0948079,5159773911831682944,18.525,17.16,16.5581,16.3583,17.392,16.8305,16.8305,16.8305,16.8305,16.0007,15.9356
CSP,18.0411,17.5013,17.5013,17.5013,17.5013,17.7321,17.3667,17.2582,17.6905,17.4023,17.2835,17.2426,45.9716,-11.9656,0.258337,0.2012,0.199344,0.201256,0.2012,0.234669,0.163465,0.119205,0.23,0.16431,0.121311,0.0968079,5159774873904328192,18.6008,17.7644,17.3902,17.2862,17.9097,17.5367,17.5367,17.5367,17.5367,17.3233,17.4281
CSP,16.0431,15.3309,15.3309,15.3309,15.3309,15.6484,15.0426,14.8773,15.6066,15.0881,14.9211,14.8795,170.878,-22.3284,0.122317,0.09536,0.0944938,0.0953863,0.09536,0.110979,0.0769437,0.0562486,0.1088,0.0772958,0.0572203,0.0454039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,15.8223,15.3059,15.3059,15.3059,15.3059,15.5198,15.1009,14.9792,15.5003,15.1548,15.0273,14.9994,170.946,-22.2949,0.119615,0.09336,0.0924937,0.0933863,0.09336,0.108979,0.0757324,0.0552486,0.1068,0.0761549,0.0562203,0.0444039,3538296454762456064,16.6408,15.5666,15.1498,15.0271,15.7354,15.3322,15.3322,15.3322,15.3322,14.8888,14.8907
CSP,15.6983,15.2692,15.2692,15.2692,15.2692,15.4333,15.1212,15.0461,15.4252,15.1825,15.1014,15.1125,170.975,-22.2286,0.116317,0.0912,0.090375,0.091225,0.0912,0.106075,0.0737324,0.0535405,0.104,0.0741549,0.0543503,0.0434039,3538309958139641344,16.3741,15.4828,15.1806,15.1096,15.6091,15.3013,15.3013,15.3013,15.3013,15.0027,14.9946
CSP,16.1987,15.528,15.528,15.528,15.528,15.8382,15.2494,15.0364,15.7982,15.2984,15.0856,15.0247,170.944,-22.2613,0.120317,0.09336,0.0924937,0.0933863,0.09336,0.108979,0.0757324,0.0552486,0.1068,0.0761549,0.0562203,0.0451034,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.533,15.7353,15.7353,15.7353,15.7353,16.1002,15.3671,15.1095,16.0361,15.3931,15.1473,15.07,170.889,-22.2808,0.122317,0.09536,0.0944938,0.0953863,0.09536,0.110979,0.0769437,0.0562486,0.1088,0.0772958,0.0572203,0.0454039,3538308205792908544,17.8955,16.1582,15.398,15.1458,16.4271,15.7643,15.7643,15.7643,15.7643,14.8599,14.8384
CSP,16.6018,15.8297,15.8297,15.8297,15.8297,16.1662,15.503,15.2525,16.1546,15.5434,15.3144,15.2203,170.985,-22.3062,0.121317,0.09436,0.0934938,0.0943863,0.09436,0.109979,0.0767324,0.0559567,0.1078,0.0771549,0.0570904,0.0451034,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.8861,15.9878,15.9878,15.9878,15.9878,16.4179,15.5594,15.2805,16.3535,15.5913,15.3379,15.2441,170.984,-22.2538,0.119317,0.0932,0.092375,0.093225,0.0932,0.108075,0.0749437,0.0552486,0.106,0.0752958,0.0562203,0.0444039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.9603,16.093,16.093,16.093,16.093,16.5074,15.6859,15.4365,16.454,15.7262,15.4757,15.393,170.941,-22.2745,0.119615,0.09336,0.0924937,0.0933863,0.09336,0.108979,0.0757324,0.0552486,0.1068,0.0761549,0.0562203,0.0444039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.429,15.8784,15.8784,15.8784,15.8784,16.1291,15.6863,15.5433,16.0908,15.7216,15.6029,15.595,170.989,-22.2551,0.119317,0.0932,0.092375,0.093225,0.0932,0.108075,0.0749437,0.0552486,0.106,0.0752958,0.0562203,0.0444039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.7994,16.1222,16.1222,16.1222,16.1222,16.4188,15.8601,15.6634,16.381,15.8957,15.7145,15.6586,170.937,-22.3058,0.120317,0.09336,0.0924937,0.0933863,0.09336,0.108979,0.0757324,0.0552486,0.1068,0.0761549,0.0562203,0.0451034,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.0451,16.3043,16.3043,16.3043,16.3043,16.6497,16.0265,15.8074,16.6105,16.0668,15.8603,15.7826,170.945,-22.2472,0.119317,0.09336,0.0924937,0.0933863,0.09336,0.108979,0.0757324,0.0552486,0.1068,0.0761549,0.0562203,0.0444039,3538309855060352512,18.2265,16.7125,16.0682,15.8589,16.9569,16.3614,16.3614,16.3614,16.3614,15.564,15.529
CSP,18.2339,17.5485,17.5485,17.5485,17.5485,17.8558,17.2951,17.1014,17.8309,17.3294,17.169,17.1201,170.957,-22.2943,0.119615,0.09336,0.0924937,0.0933863,0.09336,0.108979,0.0757324,0.0552486,0.1068,0.0761549,0.0562203,0.0444039,3538296484825659136,19.2839,17.9126,17.3545,17.1763,18.1341,17.6112,17.6112,17.6112,17.6112,16.8689,16.8243
CSP,17.3777,16.665,16.665,16.665,16.665,16.9895,16.3781,16.1175,16.8829,16.3515,16.1069,16.005,64.0765,2.74318,0.777308,0.60676,0.60115,0.60693,0.60676,0.70791,0.491183,0.358616,0.6938,0.493789,0.364932,0.290424,3259178865341149440,18.2616,16.9874,16.3595,16.1046,17.2143,16.651,16.651,16.651,16.651,15.8402,15.822
CSP,17.5004,16.7349,16.7349,16.7349,16.7349,17.0691,16.4904,16.2086,16.9959,16.4571,16.2161,16.1071,64.2103,2.72019,0.756606,0.59012,0.584675,0.590285,0.59012,0.688295,0.477606,0.349616,0.6746,0.48007,0.355932,0.282424,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.5572,16.8645,16.8645,16.8645,16.8645,17.1812,16.5926,16.3635,17.0135,16.5549,16.356,16.255,64.1627,2.78681,0.762606,0.59528,0.589794,0.595446,0.59528,0.694199,0.481606,0.351616,0.6804,0.48407,0.357932,0.284424,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,19.1408,18.2237,18.2237,18.2237,18.2237,18.616,17.8952,17.5008,18.5519,17.9247,17.651,17.5379,64.1113,2.74599,0.771308,0.6016,0.596031,0.601769,0.6016,0.702006,0.487394,0.356324,0.688,0.48993,0.362802,0.287724,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.6568,18.0373,18.0373,18.0373,18.0373,18.3219,17.757,17.5035,18.255,17.7512,17.5488,17.4616,64.1866,2.74251,0.760308,0.59312,0.587675,0.593285,0.59312,0.691295,0.479606,0.350616,0.6776,0.48207,0.356932,0.283424,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,19.1945,18.3965,18.3965,18.3965,18.3965,18.8634,18.0461,17.6588,18.6877,18.023,17.6761,17.5337,64.0935,2.70023,0.772308,0.6026,0.597031,0.602769,0.6026,0.703006,0.487394,0.356324,0.689,0.48993,0.362802,0.288424,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.6614,16.06,16.06,16.06,16.06,16.3535,15.812,15.6224,16.2657,15.8325,15.6493,15.5955,75.8256,6.72305,0.397356,0.31004,0.307194,0.310126,0.31004,0.361359,0.250986,0.183162,0.3542,0.252324,0.186401,0.148512,3240310386815561088,17.4945,16.341,15.835,15.6556,16.5342,16.0639,16.0639,16.0639,16.0639,15.4289,15.4199
CSP,16.7501,16.1279,16.1279,16.1279,16.1279,16.4175,15.8766,15.7103,16.3333,15.9015,15.7323,15.6946,75.9005,6.69185,0.399356,0.31204,0.309194,0.312126,0.31204,0.363359,0.252197,0.184162,0.3562,0.253465,0.187401,0.149512,3240306744683288832,17.5888,16.4212,15.9056,15.74,16.6239,16.1328,16.1328,16.1328,16.1328,15.4768,15.4404
CSP,17.0112,16.3912,16.3912,16.3912,16.3912,16.6671,16.156,15.9684,16.5829,16.1566,15.984,15.9366,75.8332,6.70807,0.395356,0.30888,0.306075,0.308965,0.30888,0.359455,0.249986,0.182162,0.3524,0.251324,0.185401,0.147512,3240309630901939200,17.9121,16.6637,16.1594,15.987,16.8646,16.3767,16.3767,16.3767,16.3767,15.7773,15.772
CSP,17.299,16.6767,16.6767,16.6767,16.6767,16.939,16.436,16.2454,16.8531,16.4306,16.2454,16.1867,75.8941,6.66373,0.398356,0.31104,0.308194,0.311126,0.31104,0.362359,0.251197,0.18387,0.3552,0.252465,0.187271,0.148512,3240306263646957696,18.002,16.9308,16.4414,16.2597,17.124,16.6534,16.6534,16.6534,16.6534,16.0274,16.0173
CSP,17.6765,16.8695,16.8695,16.8695,16.8695,17.2576,16.5645,16.2776,17.1729,16.5723,16.3157,16.2049,75.8502,6.623,0.389654,0.30388,0.301075,0.303965,0.30388,0.354455,0.246197,0.180162,0.3474,0.247465,0.183401,0.145512,3240282624146976000,18.833,17.2751,16.5737,16.318,17.5482,16.8902,16.8902,16.8902,16.8902,16.0244,16.0092
