survey,SDSS-g,SDSS-r,SDSS-i,SDSS-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,SDSS-g_AV,SDSS-r_AV,SDSS-i_AV,SDSS-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,GAIA_SDSS-G,GAIA_SDSS-R,GAIA_SDSS-I,GAIA_SDSS-Z,GAIA_SDSS-g,GAIA_SDSS-r,GAIA_SDSS-i,GAIA_SDSS-z,SOURCEID
SDSS,17.4044,16.8939,16.7147,16.6277,17.3438,16.8909,16.7221,16.6578,308.546,0.671821,0.326923,0.224946,0.166983,0.125135,0.315453,0.223606,0.165661,0.131611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3436,17.8558,17.6869,17.6042,18.2927,17.8606,17.6831,17.6448,308.547,0.403293,0.390908,0.268823,0.199757,0.149166,0.377217,0.267324,0.198141,0.157113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.3729,16.4752,16.1545,15.936,17.2393,16.4681,16.1395,15.9859,308.547,-0.0555983,0.413903,0.284761,0.211701,0.158172,0.399473,0.283183,0.210011,0.166414,17.4038,16.4836,16.1565,15.9505,17.3894,16.4836,16.1565,15.9505,4229663898813295872
SDSS,18.2548,17.4657,17.1722,16.9805,18.1281,17.4618,17.1443,17.0034,308.548,-0.0302776,0.410904,0.283699,0.209757,0.157172,0.396659,0.282042,0.208141,0.165414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4017,17.9216,17.7706,17.7084,18.3011,17.8927,17.7916,17.69,308.548,0.718762,0.312926,0.216008,0.16004,0.120129,0.302011,0.214746,0.158791,0.12631,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9771,18.3459,18.1255,18.0064,18.9244,18.346,18.1332,18.0515,308.549,-0.071713,0.413903,0.284761,0.211701,0.158172,0.399473,0.283183,0.210011,0.166414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.9242,15.2013,14.951,14.8,15.8214,15.1931,14.9316,14.8317,308.549,-0.046262,0.410904,0.283699,0.209757,0.157172,0.396659,0.282042,0.208141,0.165414,15.9452,15.1945,14.9442,14.7998,15.9326,15.1945,14.9442,14.7998,4229663971828296064
SDSS,18.4181,17.907,17.7353,17.6521,18.3874,17.9184,17.7378,17.6848,308.549,0.362641,0.388909,0.267761,0.198757,0.14916,0.375404,0.266183,0.197141,0.156813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6236,18.2716,18.1327,18.0795,18.5938,18.2735,18.1344,18.0992,308.55,0.773536,0.29793,0.20507,0.152096,0.114123,0.28757,0.203887,0.150921,0.12001,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5624,17.8796,17.6519,17.5207,18.4872,17.8937,17.6563,17.5767,308.551,0.401319,0.384909,0.264823,0.196814,0.14716,0.371404,0.263324,0.195271,0.154813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5603,18.0962,17.9151,17.8528,18.4851,18.1051,17.94,17.9065,308.552,1.2194,0.301929,0.20807,0.154096,0.115129,0.291384,0.206887,0.152921,0.12131,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.9476,16.4402,16.2496,16.1448,16.8781,16.4428,16.2554,16.1929,308.553,0.356824,0.38391,0.264761,0.195814,0.14716,0.37059,0.263183,0.194271,0.154813,16.9719,16.4469,16.2603,16.1673,16.9625,16.4469,16.2603,16.1673,4229714068327101824
SDSS,16.1029,15.6504,15.4617,15.3942,16.0198,15.6248,15.4556,15.4029,308.554,-0.938614,0.586861,0.404141,0.300136,0.224246,0.566326,0.401775,0.297712,0.23602,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.5815,16.994,16.7915,16.6952,17.5016,16.9809,16.7924,16.7272,308.554,0.3248,0.378911,0.260823,0.193814,0.14516,0.365776,0.259324,0.192271,0.152813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7821,18.1427,17.9334,17.7933,18.6502,18.1287,17.9166,17.8389,308.554,-0.128103,0.400906,0.275761,0.204757,0.153172,0.387031,0.274183,0.203141,0.161414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.8649,16.336,16.155,16.0514,16.7923,16.3477,16.1512,16.0957,308.555,0.396276,0.38391,0.264823,0.196757,0.14716,0.37059,0.263324,0.195141,0.154813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8086,18.0275,17.7455,17.594,18.724,18.0244,17.7615,17.6536,308.555,1.20414,0.301929,0.20807,0.154096,0.115129,0.291384,0.206887,0.152921,0.12131,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.3422,16.8216,16.6379,16.5597,17.2768,16.8194,16.6494,16.6004,308.555,0.350354,0.38391,0.264761,0.195814,0.14716,0.37059,0.263183,0.194271,0.154813,17.3766,16.8382,16.651,16.5654,17.3674,16.8382,16.651,16.5654,4229714068327195776
SDSS,18.7933,17.8124,17.453,17.2249,18.6902,17.7852,17.4361,17.2731,308.556,-0.957593,0.579864,0.399203,0.296192,0.22224,0.559699,0.396915,0.293842,0.233719,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.6169,17.1024,16.931,16.8424,17.5529,17.0921,16.9266,16.8891,308.557,0.658331,0.324924,0.223946,0.165983,0.124135,0.313639,0.222606,0.164661,0.130611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5386,17.7941,17.5189,17.362,18.4073,17.7687,17.5252,17.3924,308.559,0.670963,0.324924,0.223946,0.165983,0.124135,0.313639,0.222606,0.164661,0.130611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8818,18.082,17.7758,17.5966,18.7779,18.0932,17.7859,17.6788,308.559,0.368729,0.38391,0.264761,0.195814,0.14716,0.37059,0.263183,0.194271,0.154813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4914,17.6212,17.2758,17.0454,18.3781,17.6158,17.2879,17.1251,308.559,-0.575959,0.572865,0.395203,0.293192,0.21924,0.552885,0.392915,0.290842,0.230719,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.2107,15.6568,15.4271,15.3216,16.1244,15.6422,15.4368,15.3581,308.561,-0.538943,0.543873,0.375265,0.278305,0.208228,0.525003,0.373056,0.276102,0.219118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.2185,15.8083,15.6704,15.6122,16.1672,15.7886,15.6631,15.63,308.561,0.653866,0.324924,0.223946,0.165983,0.124135,0.313639,0.222606,0.164661,0.130611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7119,18.0151,17.7824,17.6279,18.64,18.0062,17.7696,17.6745,308.561,-0.0561408,0.409904,0.282699,0.209701,0.157172,0.395659,0.281042,0.208011,0.165414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.6369,17.0182,16.7806,16.6529,17.5748,17.0125,16.7857,16.7011,308.563,0.38434,0.38391,0.264823,0.196757,0.14716,0.37059,0.263324,0.195141,0.154813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.5433,17.0066,16.8166,16.741,17.485,17.0033,16.8297,16.7736,308.565,0.372075,0.38391,0.264761,0.195814,0.14716,0.37059,0.263183,0.194271,0.154813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.8933,16.1764,15.9149,15.763,16.7806,16.1571,15.9031,15.7948,308.566,-0.956793,0.579864,0.399203,0.296192,0.22224,0.559699,0.396915,0.293842,0.233719,16.9134,16.1619,15.9104,15.7629,16.9007,16.1619,15.9104,15.7629,4226470715183510528
SDSS,18.0672,17.2955,17.0398,16.898,17.9729,17.2796,17.0402,16.9583,308.568,1.16912,0.29593,0.20407,0.151096,0.113123,0.28557,0.202887,0.149921,0.11901,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4355,17.9197,17.724,17.6509,18.382,17.9123,17.7392,17.6604,308.569,1.13613,0.29693,0.20507,0.15204,0.114123,0.28657,0.203887,0.150791,0.12001,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3598,17.5799,17.2552,17.0748,18.2931,17.565,17.2817,17.1723,308.569,-0.538065,0.543873,0.375265,0.278305,0.208228,0.525003,0.373056,0.276102,0.219118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9106,17.3511,17.1431,17.0389,17.8424,17.3457,17.1565,17.0836,308.569,0.342362,0.377911,0.259823,0.192814,0.14416,0.364776,0.258324,0.191271,0.151813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.6813,17.1592,16.9839,16.8997,17.6142,17.1542,16.9876,16.9296,308.572,0.687927,0.316925,0.218008,0.161983,0.121135,0.305825,0.216746,0.160661,0.127611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3725,17.933,17.7365,17.651,18.2998,17.9315,17.7623,17.6782,308.573,-0.555363,0.557869,0.384265,0.285249,0.213234,0.538444,0.382056,0.282972,0.224419,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.9267,16.4402,16.2704,16.1924,16.8447,16.4375,16.2652,16.2169,308.574,0.777961,0.302929,0.20907,0.15504,0.116129,0.292384,0.207887,0.153791,0.12231,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9888,17.4695,17.2742,17.1521,17.9185,17.466,17.2723,17.1925,308.574,-0.0280833,0.406904,0.279761,0.207757,0.156166,0.392659,0.278183,0.206141,0.164113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8126,18.3567,18.1848,18.1026,18.7431,18.342,18.1315,18.0271,308.574,1.14385,0.29693,0.20507,0.15204,0.114123,0.28657,0.203887,0.150791,0.12001,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9206,18.3359,18.1126,17.9764,18.8591,18.3277,18.1117,17.9814,308.574,-0.985647,0.574865,0.395265,0.293249,0.22024,0.554885,0.393056,0.290972,0.231719,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.9822,16.3572,16.1414,16.0147,16.8797,16.356,16.1298,16.0427,308.574,-0.989463,0.574865,0.395265,0.293249,0.22024,0.554885,0.393056,0.290972,0.231719,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6119,17.9267,17.6618,17.5088,18.5128,17.9203,17.6757,17.5908,308.575,-0.548969,0.530875,0.366327,0.271362,0.203222,0.512375,0.364197,0.269232,0.213818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7905,18.1513,17.9196,17.8115,18.7609,18.1368,17.9222,17.8196,308.575,1.12072,0.287932,0.198132,0.147096,0.110123,0.277942,0.197028,0.145921,0.11601,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5247,17.8163,17.513,17.3263,18.4575,17.7977,17.5181,17.3842,308.576,0.669876,0.323924,0.223008,0.165983,0.124135,0.312639,0.221746,0.164661,0.130611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6675,18.2162,18.0525,18.005,18.6247,18.2082,18.0553,18.0254,308.577,1.12378,0.287932,0.198132,0.147096,0.110123,0.277942,0.197028,0.145921,0.11601,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5589,17.8766,17.6038,17.4713,18.4605,17.8536,17.5881,17.487,308.578,-0.919176,0.575865,0.397203,0.294192,0.22024,0.555885,0.394915,0.291842,0.231719,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.6448,16.1092,15.8877,15.7874,16.5625,16.0906,15.8919,15.8194,308.579,-0.599779,0.539873,0.371327,0.276305,0.206228,0.521003,0.369197,0.274102,0.217118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.2937,16.5735,16.2974,16.1371,17.1872,16.5596,16.3054,16.1883,308.579,0.308373,0.376911,0.259823,0.192814,0.14416,0.363776,0.258324,0.191271,0.151813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.5889,15.1553,15.0158,14.9544,15.5342,15.1483,15.0124,14.9815,308.58,0.682539,0.311926,0.215008,0.15904,0.119129,0.301011,0.213746,0.157791,0.12531,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.2488,16.5684,16.3291,16.1833,17.1342,16.5638,16.3286,16.2298,308.58,-0.027174,0.401905,0.276761,0.205757,0.154166,0.387845,0.275183,0.204141,0.162113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.0451,16.102,15.7809,15.5824,16.915,16.0871,15.7365,15.6106,308.581,-0.468337,0.524876,0.361389,0.268362,0.201216,0.506561,0.359338,0.266232,0.211517,17.0733,16.0972,15.7788,15.5877,17.0579,16.0972,15.7788,15.5877,4229588620921965056
SDSS,18.8719,18.3961,18.2249,18.1512,18.779,18.3909,18.2257,18.1689,308.581,-0.0381119,0.401905,0.276761,0.205757,0.154166,0.387845,0.275183,0.204141,0.162113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.1695,15.492,15.2485,15.1381,16.0608,15.4795,15.2614,15.1725,308.582,-0.555164,0.539873,0.371327,0.275362,0.206228,0.521003,0.369197,0.273232,0.217118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1493,17.7132,17.551,17.4724,18.0914,17.7161,17.5453,17.4988,308.582,1.05564,0.289932,0.20007,0.148096,0.111123,0.279942,0.198887,0.146921,0.11701,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7352,17.1554,16.9206,16.7863,17.6282,17.1344,16.9083,16.809,308.584,-0.95495,0.561868,0.387203,0.287249,0.215234,0.542258,0.384915,0.284972,0.226419,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.061,17.4238,17.1351,16.9657,17.9676,17.4086,17.1356,17.01,308.585,-0.888858,0.573865,0.395203,0.293249,0.220234,0.553885,0.392915,0.290972,0.231419,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.9532,16.3895,16.2001,16.1119,16.8784,16.3895,16.2058,16.1512,308.586,0.318403,0.376911,0.259823,0.192814,0.14416,0.363776,0.258324,0.191271,0.151813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.162,17.6324,17.4551,17.3597,18.0614,17.6303,17.4489,17.4097,308.587,-0.131299,0.390908,0.268823,0.199757,0.149166,0.377217,0.267324,0.198141,0.157113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2451,17.5355,17.2665,17.1113,18.1345,17.5394,17.2695,17.1642,308.588,-0.0183411,0.399906,0.275761,0.204757,0.153166,0.386031,0.274183,0.203141,0.161113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1142,17.5615,17.357,17.2453,18.0512,17.5614,17.3726,19.3551,308.588,-0.451802,0.524876,0.361389,0.268362,0.201216,0.506561,0.359338,0.266232,0.211517,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1142,17.5615,17.357,17.2453,18.057,17.5473,17.3626,17.3031,308.588,-0.451805,0.524876,0.361389,0.268362,0.201216,0.506561,0.359338,0.266232,0.211517,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8653,18.5111,18.3844,18.3196,18.8282,18.4842,18.3651,18.3188,308.589,0.677523,0.311926,0.215008,0.15904,0.119129,0.301011,0.213746,0.157791,0.12531,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6201,18.09,17.8771,17.7534,18.4948,18.079,17.8882,17.8072,308.589,-0.577661,0.539873,0.371327,0.276305,0.206228,0.521003,0.369197,0.274102,0.217118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.678,18.0359,17.7494,17.5803,18.5865,18.0168,17.7313,17.6177,308.589,-0.966275,0.561868,0.387203,0.287249,0.215234,0.542258,0.384915,0.284972,0.226419,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7344,17.0261,16.7448,16.5683,17.6211,17.0264,16.7302,16.6234,308.59,-1.00371,0.563867,0.388265,0.288249,0.216234,0.544257,0.386056,0.285972,0.227419,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1266,17.5552,17.348,17.2146,18.0291,17.54,17.3309,17.2517,308.59,-0.0525259,0.400906,0.275761,0.204757,0.153172,0.387031,0.274183,0.203141,0.161414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.6663,17.1578,16.9662,16.8889,17.5926,17.1487,16.9801,16.927,308.591,1.13058,0.284932,0.196132,0.146096,0.109117,0.274942,0.195028,0.144921,0.114709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7458,17.2458,17.0628,16.9702,17.6684,17.2407,17.0707,17.024,308.592,0.298256,0.375912,0.258823,0.19187,0.144154,0.362963,0.257324,0.190401,0.151512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.48,17.9344,17.677,17.5255,18.403,17.9112,17.6814,17.6092,308.592,-0.598853,0.539873,0.371327,0.276305,0.206228,0.521003,0.369197,0.274102,0.217118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.7184,15.1349,14.921,14.8332,15.6139,15.1175,14.9323,14.8599,308.593,1.17132,0.285932,0.197132,0.146096,0.109123,0.275942,0.196028,0.144921,0.11501,15.7215,15.1294,14.9358,14.8356,15.7109,15.1294,14.9358,14.8356,4231495139725486848
SDSS,18.2389,17.6111,17.3307,17.185,18.1356,17.5732,17.3344,17.2242,308.593,-0.594366,0.539873,0.371327,0.276305,0.206228,0.521003,0.369197,0.274102,0.217118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4057,17.6059,17.3461,17.2062,18.2935,17.609,17.3615,17.2602,308.594,1.07233,0.289932,0.20007,0.148096,0.111123,0.279942,0.198887,0.146921,0.11701,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.8366,17.265,17.0576,16.9203,17.747,17.261,17.0432,16.9574,308.596,-1.00487,0.563867,0.388265,0.288249,0.216234,0.544257,0.386056,0.285972,0.227419,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8984,18.186,17.9094,17.7601,18.7905,18.1936,17.9198,17.8034,308.597,-0.902676,0.575865,0.397203,0.294192,0.22024,0.555885,0.394915,0.291842,0.231719,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6698,18.1078,17.8767,17.7692,18.5954,18.0944,17.8987,17.8355,308.598,-0.444406,0.517877,0.356389,0.264418,0.198216,0.499748,0.354338,0.262362,0.208517,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7283,17.267,17.0798,16.9872,17.6396,17.246,17.0713,17.0101,308.598,1.11089,0.287932,0.198132,0.147096,0.110123,0.277942,0.197028,0.145921,0.11601,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1922,17.3993,17.1048,16.9407,18.0686,17.3907,17.1199,16.9777,308.598,-0.879387,0.573865,0.395203,0.293249,0.220234,0.553885,0.392915,0.290972,0.231419,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3289,17.6532,17.4139,17.279,18.23,17.6398,17.3955,17.315,308.599,-0.0389698,0.401905,0.276761,0.205757,0.154166,0.387845,0.275183,0.204141,0.162113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6641,18.0733,17.8198,17.6935,18.5677,18.049,17.8012,17.7147,308.601,-0.931734,0.559869,0.386265,0.286249,0.214234,0.540444,0.384056,0.283972,0.225419,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5382,17.6644,17.3265,17.1162,18.4188,17.653,17.3235,17.1813,308.603,-0.0891298,0.392908,0.270761,0.200814,0.150166,0.379217,0.269183,0.199271,0.158113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.972,17.2082,16.959,16.8272,17.8512,17.2047,16.9668,16.8793,308.603,1.17852,0.276935,0.191132,0.141153,0.106117,0.267315,0.190028,0.140051,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3147,17.4721,17.1504,16.945,18.1764,17.4484,17.1382,17.0071,308.605,-0.96277,0.55387,0.381265,0.283249,0.212228,0.53463,0.379056,0.280972,0.223118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1293,17.3359,17.0591,16.8993,18.0179,17.322,17.0659,16.932,308.605,-0.890539,0.564867,0.389265,0.289192,0.216234,0.545257,0.387056,0.286842,0.227419,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6974,17.9925,17.7309,17.5893,18.6248,17.9268,17.7122,17.5815,308.607,-0.496116,0.503881,0.347389,0.257418,0.193209,0.486306,0.345338,0.255362,0.203217,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.8249,16.1738,15.9341,15.8093,16.7143,16.1635,15.9342,15.8409,308.607,1.08942,0.284934,0.196132,0.146096,0.109117,0.275129,0.195028,0.144921,0.114709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.3401,16.799,16.6012,16.5076,17.2624,16.7978,16.6096,16.5552,308.608,1.19688,0.276935,0.191132,0.141153,0.106117,0.267315,0.190028,0.140051,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4951,18.0555,17.8892,17.8106,18.4483,18.0365,17.8887,17.8406,308.608,1.07992,0.284934,0.196132,0.146096,0.109117,0.275129,0.195028,0.144921,0.114709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.1232,15.5124,15.2854,15.1558,16.0198,15.5069,15.2645,15.1909,308.609,-0.983149,0.55087,0.379327,0.281305,0.211228,0.53163,0.377197,0.279102,0.222118,16.1345,15.5092,15.2808,15.1505,16.1238,15.5092,15.2808,15.1505,4226460304182782848
SDSS,17.156,16.5889,16.3624,16.2354,17.0663,16.5718,16.3446,16.2506,308.61,-0.965893,0.55387,0.381265,0.283249,0.212228,0.53463,0.379056,0.280972,0.223118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.1319,16.4795,16.2369,16.1016,17.0256,16.4766,16.2195,16.1351,308.612,-0.945622,0.559869,0.386265,0.286249,0.214234,0.540444,0.384056,0.283972,0.225419,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5065,18.0079,17.8424,17.7745,18.4284,18.0254,17.8541,17.7955,308.613,-0.0766145,0.392908,0.270761,0.200814,0.150166,0.379217,0.269183,0.199271,0.158113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.4737,16.8439,16.6249,16.4935,17.3806,16.8483,16.6191,16.529,308.614,-0.0666964,0.395908,0.272761,0.202757,0.151166,0.382217,0.271183,0.201141,0.159113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7626,18.2042,18.0024,17.8894,18.8582,18.212,18.0053,17.9993,308.614,0.778155,0.29893,0.20607,0.15304,0.114129,0.28857,0.204887,0.151791,0.12031,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6001,18.1331,17.9785,17.8699,18.4899,18.1192,17.9763,17.9374,308.614,1.19842,0.276935,0.191132,0.141153,0.106117,0.267315,0.190028,0.140051,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.691,15.1006,14.9023,14.8256,15.5978,15.0911,14.8999,14.8462,308.615,1.08098,0.284934,0.196132,0.146096,0.109117,0.275129,0.195028,0.144921,0.114709,15.7151,15.09,14.9093,14.8224,15.7039,15.09,14.9093,14.8224,4231445936580115968
SDSS,18.9038,18.2075,17.9427,17.7753,18.8023,18.1954,17.9526,17.8392,308.616,-0.919982,0.560868,0.386265,0.286249,0.214234,0.541258,0.384056,0.283972,0.225419,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2657,17.6369,17.422,17.2988,18.1544,17.6202,17.4024,17.3042,308.619,-0.0992176,0.392908,0.270761,0.200814,0.150166,0.379217,0.269183,0.199271,0.158113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3069,17.8068,17.633,17.5356,18.2381,17.8003,17.6179,17.5753,308.619,0.736742,0.29593,0.20407,0.151096,0.113123,0.28557,0.202887,0.149921,0.11901,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.5439,16.0401,15.8859,15.8012,16.4766,16.0433,15.8732,15.8294,308.621,-0.0380377,0.392908,0.270761,0.200814,0.150166,0.379217,0.269183,0.199271,0.158113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8867,18.4218,18.2337,18.1214,18.8283,18.416,18.2376,18.1884,308.622,-0.568772,0.516879,0.356389,0.264362,0.198216,0.498934,0.354338,0.262232,0.208517,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1392,17.231,16.9119,16.7093,18.0073,17.2191,16.9067,16.7691,308.623,0.706082,0.29693,0.20507,0.15204,0.114123,0.28657,0.203887,0.150791,0.12001,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.6025,15.872,15.6482,15.5317,16.4872,15.8714,15.6429,15.555,308.626,-0.0643027,0.386909,0.266761,0.197814,0.14816,0.373404,0.265183,0.196271,0.155813,16.6309,15.8786,15.6599,15.5448,16.618,15.8786,15.6599,15.5448,4229618234720975232
SDSS,18.0909,17.6106,17.4394,17.3647,18.0258,17.5912,17.4496,17.4066,308.627,1.08186,0.285932,0.19707,0.146096,0.109123,0.275942,0.195887,0.144921,0.11501,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6323,17.9985,17.7656,17.6361,18.5546,17.9864,17.7676,17.697,308.632,-0.541579,0.498883,0.343451,0.255418,0.191209,0.481492,0.341479,0.253362,0.201217,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9835,18.4768,18.3105,18.2236,18.8669,18.4709,18.2994,18.2627,308.634,0.756209,0.299929,0.20607,0.153096,0.115123,0.289384,0.204887,0.151921,0.12101,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4804,17.4509,17.1143,16.8947,18.3523,17.4468,17.109,16.941,308.635,-0.997001,0.540874,0.373265,0.276362,0.207228,0.522189,0.371056,0.274232,0.218118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7839,18.1607,17.9156,17.7878,18.7111,18.1607,17.9242,17.8374,308.635,-0.558032,0.51088,0.351451,0.261362,0.195216,0.49312,0.349479,0.259232,0.205517,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.0099,17.298,17.0611,16.9187,17.9198,17.3045,17.0586,16.9707,308.637,0.674928,0.310926,0.214008,0.15904,0.119129,0.300011,0.212746,0.157791,0.12531,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.6669,15.7994,15.5135,15.317,16.5155,15.7971,15.4962,15.3651,308.637,0.730918,0.29693,0.20507,0.15204,0.114123,0.28657,0.203887,0.150791,0.12001,16.7,15.8084,15.5123,15.3383,16.6848,15.8084,15.5123,15.3383,4231418307053446016
SDSS,18.8615,17.9559,17.6151,17.3952,18.7222,17.9548,17.6098,17.4293,308.638,-0.891411,0.558869,0.385265,0.286249,0.214234,0.539444,0.383056,0.283972,0.225419,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1822,17.6698,17.483,17.3752,18.1098,17.6656,17.4907,17.4155,308.638,1.08849,0.285932,0.19707,0.146096,0.109123,0.275942,0.195887,0.144921,0.11501,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.1151,16.5719,16.3883,16.2738,17.0313,16.5627,16.3847,16.3169,308.638,-0.460013,0.486885,0.335451,0.248531,0.186203,0.469865,0.333479,0.246621,0.195916,-999,-999,-999,-999,-999,-999,-999,-999,-999
